image,orig_height,orig_width,eval_height,eval_width,orig_megapixels,eval_megapixels,downscale_factor,gt_count,pred_count,signed_error,abs_error,orig_pixels_per_person,eval_pixels_per_person
125.jpg,3072,2464,768,616,7.569408,0.473088,4.0,12924,2659.6669921875,-10264.3330078125,10264.3330078125,585.686165273909,36.60538532961931
299.jpg,2048,3072,512,768,6.291456,0.393216,4.0,9728,5366.26416015625,-4361.73583984375,4361.73583984375,646.7368421052631,40.421052631578945
244.jpg,1856,3072,464,768,5.701632,0.356352,4.0,7122,3370.235595703125,-3751.764404296875,3751.764404296875,800.5661331086774,50.035383319292336
478.jpg,2048,3072,512,768,6.291456,0.393216,4.0,6799,4507.6875,-2291.3125,2291.3125,925.3501985586115,57.83438740991322
037.jpg,2048,3072,512,768,6.291456,0.393216,4.0,5951,3936.479248046875,-2014.520751953125,2014.520751953125,1057.2098806923207,66.07561754327004
085.jpg,2112,3072,528,768,6.488064,0.405504,4.0,3583,2136.463134765625,-1446.536865234375,1446.536865234375,1810.7909572983533,113.17443483114708
266.jpg,2048,3072,512,768,6.291456,0.393216,4.0,2947,1506.4832763671875,-1440.5167236328125,1440.5167236328125,2134.8680013573126,133.42925008483203
257.jpg,2304,3072,576,768,7.077888,0.442368,4.0,1713,774.732177734375,-938.267822265625,938.267822265625,4131.866900175131,258.2416812609457
052.jpg,2048,3072,512,768,6.291456,0.393216,4.0,3588,2674.759765625,-913.240234375,913.240234375,1753.4715719063545,109.59197324414716
140.jpg,2048,3072,512,768,6.291456,0.393216,4.0,993,207.63385009765625,-785.3661499023438,785.3661499023438,6335.80664652568,395.987915407855
164.jpg,1824,3072,456,768,5.603328,0.350208,4.0,2535,1852.3211669921875,-682.6788330078125,682.6788330078125,2210.3857988165682,138.14911242603551
047.jpg,2048,3072,512,768,6.291456,0.393216,4.0,2407,1726.6544189453125,-680.3455810546875,680.3455810546875,2613.816368923972,163.36352305774824
416.jpg,2048,3072,512,768,6.291456,0.393216,4.0,2670,2047.885498046875,-622.114501953125,622.114501953125,2356.350561797753,147.27191011235956
228.jpg,1536,3072,384,768,4.718592,0.294912,4.0,1710,1126.7021484375,-583.2978515625,583.2978515625,2759.4105263157894,172.46315789473684
064.jpg,672,3072,168,768,2.064384,0.129024,4.0,981,447.4399108886719,-533.5600891113281,533.5600891113281,2104.3669724770643,131.52293577981652
477.jpg,2304,3072,576,768,7.077888,0.442368,4.0,1581,1060.5848388671875,-520.4151611328125,520.4151611328125,4476.842504743833,279.8026565464896
421.jpg,1696,2496,424,624,4.233216,0.264576,4.0,1479,966.9757080078125,-512.0242919921875,512.0242919921875,2862.215010141988,178.88843813387425
212.jpg,1248,1920,312,480,2.39616,0.14976,4.0,1088,603.2822875976562,-484.71771240234375,484.71771240234375,2202.3529411764707,137.64705882352942
096.jpg,2048,3072,512,768,6.291456,0.393216,4.0,3470,3011.2568359375,-458.7431640625,458.7431640625,1813.099711815562,113.31873198847262
095.jpg,2304,3072,576,768,7.077888,0.442368,4.0,888,445.5927734375,-442.4072265625,442.4072265625,7970.594594594595,498.1621621621622
136.jpg,1088,1920,272,480,2.08896,0.13056,4.0,1748,1351.670654296875,-396.329345703125,396.329345703125,1195.0572082379863,74.69107551487414
105.jpg,1664,2400,416,600,3.9936,0.2496,4.0,1202,840.34375,-361.65625,361.65625,3322.4625623960064,207.6539101497504
067.jpg,2048,3072,512,768,6.291456,0.393216,4.0,1505,1159.9140625,-345.0859375,345.0859375,4180.369435215946,261.27308970099665
155.jpg,1088,1920,272,480,2.08896,0.13056,4.0,576,249.2369384765625,-326.7630615234375,326.7630615234375,3626.6666666666665,226.66666666666666
485.jpg,2048,3072,512,768,6.291456,0.393216,4.0,990,690.2529296875,-299.7470703125,299.7470703125,6355.006060606061,397.1878787878788
